PM2.5,PM10,NO2,SO2,CO,O3,AQI
13.65,76.31,22.49,60.18,1.11,23.74,76.31
8.24,56.96,21.54,60.37,1.13,23.67,75.33666666666666
12.17,64.15,22.53,60.1,1.16,23.69,74.9974358974359
10.29,56.92,19.44,60.29,1.17,23.75,75.23615384615384
13.84,63.56,20.11,70.28,1.22,23.64,87.78769230769231
14.22,88.05,27.26,32.43,1.18,23.8,88.05
15.9,93.83,29.57,22.98,1.15,23.88,93.83
17.35,98.0,29.9,7.94,1.2,23.98,98.0
16.66,86.74,24.35,20.45,1.2,23.89,86.74
12.78,76.54,19.54,12.85,1.16,23.8,76.54
9.97,56.93,21.11,55.71,1.11,23.74,69.48179487179488
20.76,110.89,31.12,8.46,0.71,24.02,107.57120805369128
12.87,80.24,27.75,8.4,1.11,23.9,80.24
19.36,63.64,8.03,8.6,1.2,12.39,63.64
19.23,67.36,8.65,7.76,1.19,11.96,67.36
18.05,57.3,9.02,7.81,1.16,12.97,57.3
18.17,61.49,8.74,7.46,1.16,12.86,61.49
14.92,44.81,8.05,6.62,1.15,14.05,53.722222222222214
15.92,61.01,9.05,6.29,1.19,12.89,61.01
16.78,59.19,10.02,6.59,1.26,10.93,59.71111111111111
14.14,56.43,8.83,6.37,1.27,11.36,60.25555555555555
17.64,65.56,10.46,6.48,1.21,10.94,65.56
17.35,60.16,10.75,5.98,0.98,13.29,60.16
16.56,56.48,9.28,5.68,1.07,12.67,56.48
15.16,43.0,7.52,5.42,1.12,11.26,52.08888888888889
13.1,42.67,6.47,5.4,1.02,10.99,42.67
12.62,38.79,5.22,5.42,0.91,11.18,45.5
11.24,39.27,7.14,5.39,1.08,11.28,39.27
9.25,31.81,7.02,4.64,1.05,12.33,31.81
16.97,63.13,14.48,5.04,1.06,13.93,63.13
22.3,82.91,8.38,4.91,1.08,16.03,82.91
26.17,98.75,12.35,4.85,1.27,17.65,98.75
22.98,89.83,13.23,4.91,1.15,18.23,89.83
21.31,72.34,6.98,4.88,1.18,15.5,72.34
23.92,82.44,6.52,4.5,1.24,12.89,82.44
28.03,109.23,16.05,4.95,1.21,12.64,106.46825503355706
25.43,90.33,11.29,4.49,1.33,16.8,90.33
23.89,85.44,9.86,4.5,1.37,12.63,85.44
18.66,50.13,6.72,4.39,1.46,13.28,70.6
20.42,57.31,11.9,4.16,1.53,12.37,74.41111111111111
20.74,61.14,7.78,3.68,1.61,10.71,78.76666666666667
13.89,44.64,7.2,2.94,1.37,10.83,65.7
17.9,57.15,11.54,2.83,1.42,11.63,68.42222222222222
18.2,62.66,7.46,2.77,1.36,11.26,65.15555555555555
15.99,55.22,7.56,2.8,1.41,11.19,67.87777777777777
16.65,46.87,4.87,2.75,1.55,13.61,75.5
21.83,68.17,8.0,2.7,1.62,11.56,79.31111111111112
15.13,45.37,5.42,2.72,1.38,10.56,66.24444444444444
14.61,41.64,7.04,2.67,1.32,11.45,62.977777777777774
14.2,36.59,9.3,2.57,1.27,14.01,60.25555555555555
15.34,40.29,9.16,2.63,1.32,14.61,62.977777777777774
14.09,30.8,6.16,2.56,1.48,12.48,71.68888888888888
15.15,36.64,8.08,2.56,1.43,14.8,68.96666666666667
16.96,40.15,4.01,2.53,1.6,11.64,78.22222222222223
19.64,57.04,5.21,2.56,1.65,13.09,80.94444444444444
20.31,49.88,4.82,2.52,1.59,11.91,77.67777777777778
19.68,62.55,9.22,2.78,1.59,12.3,77.67777777777778
23.77,71.42,10.45,2.49,1.65,15.96,80.94444444444444
24.43,68.66,13.56,2.41,1.71,23.05,84.21111111111111
30.08,80.55,14.08,2.44,1.84,26.17,91.28888888888889
27.85,81.02,19.12,2.78,1.9,35.05,94.55555555555554
25.88,84.98,19.52,3.21,1.7,32.22,84.98
31.12,88.34,20.34,3.2,1.72,38.98,88.34
33.19,107.3,20.58,3.15,1.61,29.98,105.18590604026845
32.86,125.38,19.13,3.12,1.59,19.27,117.19879194630872
33.0,130.54,22.63,3.15,1.68,29.32,120.62724832214765
33.2,137.45,18.92,3.2,1.71,28.38,125.21845637583891
32.65,127.88,21.86,3.31,1.77,25.72,118.85986577181208
33.73,124.08,32.89,2.81,1.33,29.0,116.33503355704698
37.07,130.97,39.46,2.59,0.93,52.02,120.91295302013422
44.69,151.33,45.11,2.58,1.18,51.82,134.44073825503358
27.69,108.3,44.16,2.41,0.99,38.91,105.8503355704698
49.09,154.68,47.72,1.56,1.02,75.02,136.66657718120805
59.74,190.52,47.36,1.58,1.28,65.86,160.47973154362415
59.14,182.26,34.67,1.33,1.3,69.89,154.99154362416107
61.62,200.29,18.1,1.1,1.41,60.81,166.97120805369127
46.59,179.72,27.3,0.95,1.32,75.04,153.30389261744966
57.09,194.88,20.61,0.44,1.4,72.24,163.37664429530201
64.81,206.59,21.68,0.22,1.69,26.39,171.15711409395973
57.73,191.56,18.03,0.26,1.71,45.15,161.17073825503357
53.6,188.95,23.19,0.24,1.66,47.63,159.43657718120807
50.11,181.42,27.24,0.73,1.44,35.72,154.43342281879194
46.68,182.59,18.41,2.26,1.32,25.38,155.2108053691275
61.39,219.31,31.02,2.26,1.55,9.13,179.6086577181208
51.39,178.77,16.28,2.25,1.38,12.94,152.6726845637584
55.21,198.78,31.27,2.25,1.58,16.89,165.96791946308724
65.07,214.97,35.1,2.26,1.73,12.71,176.72503355704697
57.26,195.56,24.35,2.27,1.59,9.45,163.82845637583893
60.44,205.1,23.51,2.24,1.51,9.56,170.16711409395973
60.66,205.38,21.64,2.25,1.57,9.32,170.3531543624161
60.84,212.73,15.41,2.25,1.59,10.61,175.23671140939598
62.01,197.62,26.99,2.25,1.64,10.16,165.19718120805368
67.45,219.09,31.5,2.25,1.71,12.89,179.46248322147653
59.2,200.89,22.09,2.25,1.66,9.54,167.36986577181207
50.79,179.36,13.4,2.25,1.4,4.42,153.0646979865772
40.52,134.4,21.85,2.23,1.19,7.35,123.19194630872484
30.74,104.83,14.05,2.21,1.02,7.3,103.54476510067114
49.29,151.31,19.89,2.21,1.26,6.86,134.42744966442953
67.87,163.65,14.65,2.22,1.37,11.29,142.6265100671141
92.67,159.43,22.16,2.22,1.4,10.63,206.70103448275862
75.66,221.35,24.13,2.22,1.61,9.74,180.96409395973154
69.13,200.12,21.87,2.22,1.59,11.7,166.85825503355704
64.07,198.06,34.29,2.23,1.81,11.27,165.4895302013423
41.08,153.91,20.06,2.23,1.71,9.64,136.15496644295303
43.58,158.89,33.21,2.23,1.71,11.32,139.4638255033557
38.14,145.57,22.16,2.23,1.78,6.53,130.61362416107383
34.12,132.61,34.09,2.24,1.79,9.1,122.00261744966444
40.33,148.64,23.98,2.25,1.69,7.24,132.65342281879194
32.12,132.79,18.19,2.23,1.09,11.12,122.12221476510067
36.7,149.65,19.59,2.23,1.26,9.3,133.32449664429532
34.76,140.54,24.36,2.24,1.37,7.94,127.27154362416107
28.64,113.08,22.77,2.24,1.23,7.88,109.02630872483222
28.61,109.73,8.67,2.23,1.23,2.89,106.80046979865772
13.52,55.03,0.56,2.23,0.76,1.95,55.03
17.16,73.89,12.53,2.22,0.92,4.06,73.89
23.92,95.17,19.01,2.23,1.1,4.67,95.17
29.71,112.39,24.57,7.69,1.03,7.72,108.56785234899328
46.28,155.27,18.14,17.28,1.25,6.92,137.05859060402685
46.7,161.64,22.14,18.15,1.42,6.92,141.29100671140938
45.46,162.08,21.98,19.29,1.55,7.58,141.583355704698
42.94,150.39,21.82,18.47,1.37,5.83,133.8161744966443
45.91,157.87,18.8,18.2,1.29,6.34,138.78610738255034
48.47,156.72,19.5,17.5,1.14,8.51,138.0220134228188
33.7,113.85,21.05,17.42,0.97,6.26,109.53791946308725
37.23,135.09,23.73,17.68,1.3,6.41,123.65040268456376
37.34,140.18,19.77,18.37,1.41,6.35,127.0323489932886
35.31,130.51,22.79,18.66,1.49,7.03,120.6073154362416
36.94,136.52,28.91,18.87,1.53,6.84,124.60053691275169
31.5,134.12,26.33,19.31,1.18,8.73,123.00590604026846
39.72,144.98,31.25,19.89,1.4,7.65,130.22161073825504
45.48,165.49,27.16,19.93,1.54,8.38,143.8490604026846
47.34,182.66,22.4,21.4,1.71,6.97,155.2573154362416
42.05,159.64,27.7,20.97,1.61,9.11,139.96214765100672
41.33,148.48,14.4,18.7,1.24,11.67,132.54711409395972
42.85,154.94,13.98,18.49,1.02,13.92,136.8393288590604
42.22,153.96,13.29,19.43,1.04,12.78,136.1881879194631
40.37,160.12,19.88,20.11,1.33,10.95,140.28107382550337
55.38,203.81,32.64,20.35,1.79,11.68,169.31
54.15,207.8,32.91,23.11,2.78,6.45,171.96107382550338
31.92,130.02,29.37,24.14,2.47,7.58,120.28174496644296
29.39,120.74,25.64,23.53,2.02,9.95,114.11583892617449
27.27,109.79,28.22,21.14,1.75,11.19,106.8403355704698
35.83,142.25,33.78,23.32,2.47,11.12,128.40771812080538
35.41,142.44,31.97,23.6,2.5,7.66,128.53395973154363
43.5,144.31,28.66,23.71,2.19,11.08,129.77644295302014
35.77,139.71,29.15,22.75,2.05,10.2,126.72006711409396
35.37,143.25,30.67,24.0,2.35,9.17,129.0721476510067
30.04,121.51,28.41,23.6,2.05,9.73,114.62744966442953
30.41,114.12,31.36,21.37,1.84,11.91,109.71731543624162
31.52,118.79,28.09,20.67,1.65,10.43,112.82020134228188
30.66,118.94,30.73,21.24,1.7,7.4,112.91986577181208
34.28,126.07,27.21,21.32,1.87,5.18,117.65724832214765
34.05,129.48,23.71,20.75,1.75,6.23,119.92295302013423
31.58,124.49,21.78,21.21,1.82,6.67,116.60744966442952
30.09,115.92,22.38,21.05,1.85,6.87,110.91328859060403
22.08,92.2,23.59,20.92,1.45,8.07,92.2
26.8,112.81,15.08,20.31,1.53,5.77,108.84691275167785
17.88,76.0,24.59,20.42,1.31,4.88,76.0
23.25,90.52,22.72,21.15,1.45,8.76,90.52
26.77,109.86,14.83,23.39,1.99,7.75,106.88684563758389
29.36,118.15,26.96,23.91,2.02,7.02,112.39496644295302
16.97,81.77,16.91,22.8,1.52,5.33,81.77
8.98,52.03,22.67,19.99,0.92,6.18,52.03
14.94,70.89,27.17,18.85,1.04,8.94,70.89
18.55,78.17,22.85,19.62,1.22,7.8,78.17
20.04,85.97,23.4,19.52,1.27,7.04,85.97
26.33,104.26,24.87,19.62,1.33,9.23,103.16604026845638
31.78,126.3,31.48,20.44,1.77,8.36,117.81006711409395
23.63,100.08,22.85,19.79,1.37,8.21,65.7
26.01,102.98,28.15,20.73,1.65,9.76,102.31557046979866
17.43,87.64,28.44,19.77,1.18,8.31,87.64
19.07,87.97,26.13,19.72,1.29,7.6,87.97
19.09,88.59,25.81,19.4,1.31,10.33,88.59
23.33,96.1,32.97,20.66,1.79,11.7,96.1
21.21,88.71,9.64,21.44,1.66,7.69,88.71
21.65,97.76,23.23,22.51,1.77,7.03,97.76
26.64,106.82,7.04,22.53,1.87,7.08,104.86697986577181
25.75,108.73,36.77,20.66,1.67,10.44,106.13604026845638
24.05,99.73,19.95,19.92,1.67,6.42,99.73
15.71,69.39,11.27,19.28,1.31,2.3,69.39
13.52,67.24,28.72,18.63,1.15,4.88,67.24
22.11,96.49,30.87,18.61,1.41,10.05,96.49
28.7,120.66,32.42,20.23,2.0,9.52,114.06268456375838
26.82,115.23,29.87,20.89,2.19,5.69,110.4548322147651
25.43,115.36,21.63,22.01,1.94,4.89,110.54120805369128
22.05,98.77,29.92,19.61,1.29,7.51,98.77
21.7,99.28,22.91,19.27,1.42,6.45,99.28
23.44,107.66,27.33,19.11,1.61,7.45,105.42510067114094
20.29,99.68,28.48,18.14,1.38,9.66,99.68
22.17,100.58,31.9,18.58,1.59,10.3,77.67777777777778
26.16,109.88,36.2,19.21,1.89,9.68,106.90013422818792
24.3,105.95,25.96,18.74,1.63,8.8,104.28892617449665
22.87,103.31,24.28,18.39,1.49,10.52,102.5348322147651
26.85,115.23,25.31,21.07,1.76,8.52,110.4548322147651
36.02,159.89,42.3,20.49,2.51,11.37,140.12825503355702
33.21,142.95,40.37,21.58,2.59,11.06,128.87281879194632
26.99,119.14,33.74,22.25,2.23,9.84,113.05275167785236
19.64,91.05,23.41,20.46,1.74,6.63,91.05
12.02,66.62,25.06,19.76,1.37,5.76,66.62
8.6,45.6,16.06,19.14,1.15,4.34,53.722222222222214
11.96,58.17,22.33,17.76,1.04,5.47,58.17
14.19,77.01,25.71,17.26,1.14,8.12,77.01
17.27,98.56,26.34,17.33,1.33,12.18,98.56
21.07,102.73,35.63,18.67,1.84,11.61,102.14946308724832
26.29,114.54,42.81,19.09,2.1,15.82,109.99637583892618
27.22,120.96,36.52,20.48,2.19,9.45,114.2620134228188
23.54,111.73,45.17,21.77,1.91,10.15,108.12932885906041
30.14,127.77,38.86,22.9,2.25,10.04,118.78677852348993
35.13,148.06,24.21,24.5,1.8,7.33,132.26805369127516
13.3,58.21,17.69,25.45,1.07,4.91,58.21
9.83,54.71,21.23,20.78,0.79,6.7,54.71
10.04,56.53,25.93,18.64,1.01,10.22,56.53
21.98,103.28,32.65,19.13,1.47,12.14,102.51489932885906
21.93,103.02,39.96,21.5,1.88,10.77,102.34214765100671
21.24,99.69,35.96,20.86,1.52,13.6,99.69
23.31,115.55,36.63,20.6,1.59,10.56,110.66744966442953
24.2,112.53,32.52,19.67,1.64,10.4,108.66087248322148
26.83,112.05,37.63,21.37,1.76,10.91,108.34194630872483
22.14,121.5,33.5,22.6,1.45,11.68,114.62080536912751
15.33,77.62,24.84,20.75,1.16,6.97,77.62
16.07,80.57,23.26,19.67,1.08,7.06,80.57
25.01,117.49,20.65,18.89,1.03,8.15,111.95644295302013
23.92,116.31,10.9,19.06,1.31,8.29,111.17241610738256
18.11,84.35,31.52,19.61,1.01,9.12,84.35
20.09,97.49,25.73,20.42,1.15,9.98,97.49
23.08,119.45,31.38,21.36,1.68,9.98,113.25872483221477
26.07,120.67,26.34,21.94,1.81,13.49,114.0693288590604
24.93,98.68,28.98,22.32,1.85,6.58,98.68
19.29,85.96,24.41,20.56,1.38,6.8,85.96
15.45,67.6,16.01,19.26,1.03,5.81,67.6
14.27,58.5,17.29,18.7,1.34,7.17,64.06666666666666
12.16,56.26,18.64,17.95,1.04,5.57,56.26
19.34,77.66,10.86,18.42,1.12,4.54,77.66
36.69,132.3,8.96,18.83,1.21,4.14,121.79664429530203
37.22,134.16,15.54,18.57,1.16,4.56,123.03248322147651
41.46,155.1,16.29,18.22,1.27,4.78,136.94563758389262
40.5,156.31,15.84,18.15,1.25,6.33,137.74959731543623
53.41,183.21,18.66,17.93,1.22,7.17,155.62275167785236
66.96,219.56,19.99,17.67,1.14,6.71,179.77476510067115
48.43,137.21,18.3,17.42,1.2,6.78,125.05899328859061
37.73,109.83,17.3,17.34,1.19,6.04,106.86691275167786
39.94,126.81,16.17,17.64,1.14,5.82,118.14892617449665
45.72,148.41,17.95,18.36,1.32,9.63,132.50060402684562
31.1,97.92,16.75,17.44,1.07,9.19,97.92
31.94,98.33,13.29,17.01,1.03,6.46,98.33
35.67,104.16,11.59,17.34,1.07,5.49,103.09959731543624
33.56,94.73,16.62,16.6,1.04,5.05,94.73
29.5,87.56,11.92,16.64,1.06,6.3,87.56
26.5,79.24,10.24,16.67,0.95,5.26,79.24
23.89,71.02,14.41,16.08,0.88,5.36,71.02
26.51,78.77,9.77,16.56,0.94,4.98,78.77
44.95,135.76,7.34,25.01,1.46,6.71,124.09557046979864
50.82,148.59,28.43,22.74,1.61,7.13,132.6202013422819
33.84,81.66,20.24,18.82,0.92,7.24,81.66
38.63,104.36,18.58,17.31,1.0,5.21,103.23248322147651
32.59,92.64,18.47,16.5,0.89,5.41,92.64
38.96,120.34,22.54,15.7,0.88,6.25,113.85006711409396
24.97,80.91,21.54,14.86,0.83,5.37,80.91
24.01,78.78,25.84,14.54,0.86,5.83,78.78
32.66,98.2,18.06,15.27,0.98,5.29,98.2
35.52,107.73,13.6,15.89,0.92,5.38,105.47161073825504
33.89,105.76,15.48,15.85,0.92,4.73,104.16268456375839
35.04,110.64,15.29,16.12,1.14,4.85,107.40510067114094
40.07,124.65,15.81,16.66,1.15,5.63,116.71375838926176
48.65,158.5,20.63,17.48,1.2,7.6,139.20469798657717
43.75,145.29,19.38,17.41,1.22,6.29,130.42758389261743
45.81,145.9,16.85,17.57,1.14,6.35,130.83288590604027
33.46,103.42,11.85,16.57,0.83,5.91,102.60791946308726
41.53,121.94,12.11,15.6,0.79,6.11,114.91315436241611
37.58,108.35,27.91,16.18,0.91,5.95,105.88355704697986
29.03,84.91,10.05,15.99,0.87,5.16,84.91
25.12,72.66,25.29,16.17,0.87,5.05,72.66
22.92,68.51,12.84,15.48,0.78,4.31,68.51
23.86,72.65,14.51,15.48,0.72,4.57,72.65
23.7,77.09,12.56,15.27,0.73,4.56,77.09
20.05,63.6,13.92,15.57,0.77,4.18,63.6
22.9,73.2,11.09,15.3,0.87,4.16,73.2
25.24,83.68,10.33,15.42,0.91,4.05,83.68
22.49,74.7,10.12,15.21,0.84,4.26,74.7
32.4,114.53,19.31,19.78,1.35,4.6,109.98973154362416
49.48,131.62,12.82,16.81,1.5,6.13,121.3448322147651
40.61,117.57,20.33,16.93,1.35,7.77,112.00959731543624
35.18,109.36,13.13,16.4,1.05,5.36,106.55463087248322
28.0,82.93,14.8,16.29,1.0,6.17,82.93
28.57,80.8,9.38,15.72,0.78,5.4,80.8
26.1,74.26,5.2,15.41,0.7,5.01,74.26
18.98,54.22,5.56,15.28,0.63,4.57,54.22
23.4,74.3,10.43,15.37,0.75,4.47,74.3
22.85,67.17,2.93,15.5,0.71,8.2,67.17
23.04,64.83,6.7,16.07,0.75,10.8,64.83
23.58,68.85,3.67,15.69,0.74,11.04,68.85
23.89,68.8,6.63,13.42,0.59,11.01,68.8
26.08,80.39,4.71,17.91,0.72,14.17,80.39
20.53,59.81,37.88,16.75,0.75,8.69,59.81
22.94,72.02,51.98,14.87,0.78,1.84,72.02
19.08,54.04,30.78,12.54,0.23,12.24,54.04
18.28,58.8,8.21,12.06,0.16,12.36,58.8
17.32,53.49,9.07,12.11,0.18,12.49,53.49
18.51,56.13,9.99,12.32,0.2,12.62,56.13
22.44,60.39,10.19,12.27,0.2,12.74,60.39
18.55,49.31,12.21,12.44,0.24,13.32,49.31
14.41,36.22,16.38,13.08,0.32,13.78,36.22
16.12,37.05,15.73,13.96,0.31,13.43,37.05
15.7,50.68,18.52,14.74,0.36,0.13,26.166666666666668
14.94,39.49,17.62,14.52,0.35,0.81,39.49
16.2,39.78,16.96,14.77,0.33,1.23,39.78
11.98,32.61,13.79,14.12,0.27,6.0,32.61
16.59,51.08,16.07,13.76,0.32,2.92,51.08
17.97,48.74,19.89,14.7,0.39,10.03,48.74
13.69,44.97,16.1,14.51,0.32,12.15,44.97
12.92,42.37,14.96,14.17,0.29,12.64,42.37
10.32,24.0,16.03,13.68,0.31,12.76,24.0
12.73,37.63,13.35,13.08,0.26,12.67,37.63
12.7,33.28,12.65,12.76,0.25,12.81,33.28
10.17,27.1,12.53,12.36,0.25,12.41,27.1
13.61,40.2,12.32,12.09,0.24,10.54,40.2
14.34,41.35,13.73,12.27,0.27,7.36,41.35
16.4,47.77,13.2,12.36,0.26,2.95,47.77
15.83,42.59,14.4,13.25,0.28,0.58,42.59
19.73,59.43,12.58,12.91,0.25,7.68,59.43
19.8,63.16,12.96,13.78,0.25,8.83,63.16
25.74,74.58,15.29,12.45,0.3,8.64,74.58
15.19,55.07,11.03,12.14,0.22,22.21,55.07
13.49,48.16,12.8,12.59,0.25,22.24,48.16
12.65,43.62,11.25,12.71,0.22,22.06,43.62
17.23,69.53,10.83,12.42,0.21,22.13,69.53
17.99,64.43,12.37,13.46,0.25,22.26,64.43
21.21,91.11,14.88,14.91,0.29,22.33,91.11
18.67,82.38,14.09,15.89,0.28,22.29,82.38
19.42,81.75,14.35,23.28,0.28,22.26,81.75
20.28,80.01,13.93,25.76,0.27,22.35,80.01
23.69,96.71,14.11,19.15,0.28,22.17,96.71
24.71,83.12,16.89,28.67,0.33,22.12,83.12
20.42,44.79,21.82,37.89,0.43,22.46,47.3625
25.79,65.95,21.79,21.37,0.43,22.37,65.95
22.47,63.52,20.17,19.04,0.39,22.33,63.52
16.15,38.97,14.27,15.92,0.28,27.72,38.97
13.72,26.69,24.81,21.2,0.5,31.28,31.28
13.48,31.34,11.47,10.47,0.22,28.35,31.34
16.43,40.19,11.07,8.92,0.22,7.33,40.19
13.21,34.8,10.27,8.41,0.2,7.38,34.8
16.61,40.53,9.9,7.83,0.19,7.3,40.53
16.06,42.31,9.92,7.29,0.19,7.16,42.31
15.94,48.43,36.52,20.47,0.71,7.3,48.43
14.01,29.24,10.48,26.51,0.21,7.5,33.1375
23.93,65.36,14.83,14.54,0.29,7.29,65.36
19.16,52.7,6.37,8.49,0.12,7.43,52.7
19.03,47.73,6.75,7.75,0.13,7.18,47.73
16.31,41.84,6.83,7.57,0.13,7.28,41.84
17.5,53.03,6.54,7.09,0.13,7.51,53.03
14.93,44.93,6.37,6.76,0.12,7.23,44.93
14.88,46.58,6.08,6.48,0.12,7.24,46.58
10.62,41.1,6.91,6.59,0.14,7.25,41.1
13.18,38.59,6.34,7.97,0.12,7.37,38.59
14.69,44.87,7.51,7.94,0.15,7.15,44.87
18.28,52.37,6.49,7.57,0.13,7.45,52.37
19.37,56.82,5.81,6.9,0.11,7.31,56.82
15.1,52.2,7.08,6.69,0.14,7.34,52.2
22.73,53.25,10.61,7.05,0.21,7.35,53.25
27.11,77.05,12.41,7.4,0.24,7.5,77.05
23.57,75.8,10.93,7.55,0.21,7.22,75.8
30.96,86.18,10.27,7.59,0.2,7.27,86.18
29.95,91.73,8.89,7.1,0.17,7.13,91.73
31.53,90.18,10.3,7.35,0.2,7.34,90.18
23.02,78.79,8.7,7.0,0.17,7.33,78.79
24.95,84.08,8.22,6.8,0.16,7.21,84.08
29.47,84.07,8.85,6.19,0.17,7.46,84.07
14.8,43.67,9.29,7.31,0.18,7.46,43.67
12.52,34.18,10.05,8.19,0.2,7.3,34.18
10.69,31.71,9.96,7.04,0.2,7.23,31.71
7.88,24.04,8.21,6.79,0.16,7.28,24.04
8.19,25.96,8.48,6.5,0.17,7.39,25.96
10.87,36.0,9.2,6.44,0.18,7.35,36.0
21.51,63.28,13.9,7.15,0.27,7.3,63.28
23.0,109.97,13.58,7.2,0.27,7.38,106.95993288590604
23.0,121.07,12.94,7.22,0.25,7.36,114.33510067114094
23.0,75.88,8.52,6.81,0.17,7.32,75.88
23.0,69.25,8.29,6.75,0.16,7.43,69.25
23.0,67.95,9.57,6.89,0.19,7.29,67.95
23.0,80.6,11.81,7.06,0.23,7.38,80.6
23.0,124.29,15.09,7.4,0.3,7.31,116.47456375838927
22.63,122.97,15.51,7.82,0.3,7.29,115.59751677852348
17.6,53.79,13.35,7.63,0.26,7.4,53.79
17.6,47.24,12.17,7.4,0.24,7.37,47.24
14.29,47.37,11.29,7.13,0.22,7.36,47.37
12.65,51.96,12.53,7.27,0.25,7.38,51.96
12.6,62.97,13.74,7.13,0.27,7.14,62.97
13.21,53.14,11.86,7.35,0.23,7.3,53.14
13.15,59.4,12.24,7.67,0.24,7.36,59.4
15.87,80.66,15.34,8.06,0.3,7.33,80.66
16.3,86.5,14.96,7.96,0.28,7.44,86.5
13.5,67.76,10.47,7.52,0.21,7.39,67.76
11.24,43.31,10.91,7.52,0.21,7.26,43.31
12.44,54.6,10.81,7.18,0.21,7.34,54.6
11.62,54.93,10.83,6.87,0.21,7.2,54.93
13.96,77.83,80.2,63.95,1.56,7.69,79.83461538461539
20.8,117.29,75.97,161.2,1.49,7.69,127.55451505016723
20.31,127.96,17.82,11.02,0.34,7.25,118.91302013422819
21.0,121.1,20.22,11.43,0.4,7.3,114.35503355704698
19.96,110.94,19.29,11.48,0.38,7.36,107.60442953020134
16.5,87.22,15.29,11.69,0.3,7.29,87.22
19.92,109.05,17.4,11.8,0.34,7.26,106.3486577181208
24.17,100.08,21.54,12.88,0.45,12.1,40.28333333333334
24.49,108.98,16.07,12.22,0.32,7.28,106.30214765100672
34.76,166.46,17.59,12.05,0.34,7.32,144.49355704697987
24.56,127.88,16.16,11.77,0.32,7.18,118.85986577181208
27.92,142.82,17.27,11.7,0.34,7.15,128.78644295302013
24.61,146.36,17.15,11.68,0.34,7.26,131.1385234899329
24.61,155.05,17.65,12.15,0.35,7.23,136.91241610738257
23.79,155.11,18.23,11.76,0.36,7.26,136.95228187919463
25.15,191.78,19.16,11.92,0.38,7.22,161.31691275167785
30.17,163.66,18.18,11.77,0.36,7.36,142.63315436241612
34.0,137.17,17.43,11.47,0.34,7.36,125.03241610738255
34.37,134.83,16.52,11.15,0.32,7.26,123.47765100671143
34.86,141.83,17.19,11.14,0.34,7.4,128.12865771812082
32.42,128.63,17.41,11.39,0.34,7.34,119.35818791946309
33.68,141.95,19.05,11.81,0.38,7.46,128.20838926174497
33.6,132.27,19.49,12.17,0.38,7.31,121.77671140939599
37.11,150.66,19.56,11.37,0.38,7.28,133.99557046979865
34.74,132.19,18.01,11.23,0.35,7.23,121.72355704697986
31.89,129.24,17.14,11.22,0.34,7.43,119.76348993288592
32.31,129.93,18.11,11.31,0.36,7.26,120.22194630872484
32.1,122.22,15.52,11.6,0.3,7.64,115.09919463087249
35.13,139.27,17.65,11.75,0.35,7.66,126.42771812080538
38.54,159.66,19.87,11.85,0.39,7.83,139.97543624161074
41.4,173.85,23.7,12.36,0.47,7.74,149.40369127516777
41.42,169.14,22.65,12.38,0.44,7.74,146.27422818791945
38.68,158.28,20.02,12.38,0.39,7.57,139.0585234899329
33.99,138.89,17.78,12.61,0.35,7.66,126.17523489932886
32.04,131.5,16.46,13.08,0.32,7.55,121.26510067114094
31.59,133.69,16.3,13.39,0.32,7.76,122.72020134228188
30.81,125.58,16.87,14.34,0.33,7.66,117.33167785234899
33.21,134.71,19.55,15.82,0.38,7.32,123.39791946308725
36.31,142.35,20.8,14.16,0.41,7.26,128.4741610738255
37.07,150.92,22.11,13.33,0.43,7.17,134.168322147651
32.21,117.41,18.26,12.98,0.36,7.3,111.90328859060402
32.33,131.41,18.15,13.01,0.36,7.37,121.20530201342282
34.02,133.64,20.17,12.99,0.4,7.13,122.6869798657718
36.25,154.77,23.45,15.39,0.46,7.28,136.72637583892617
33.25,149.96,19.45,15.87,0.38,7.34,133.53046979865772
31.43,135.8,19.1,14.79,0.38,7.13,124.12214765100671
29.56,127.39,17.35,13.58,0.34,7.25,118.53429530201342
31.37,140.14,19.33,15.94,0.38,7.37,127.00577181208052
33.18,143.0,21.15,18.82,0.41,7.44,128.90604026845637
35.63,159.1,23.74,19.12,0.47,7.42,139.60335570469798
29.72,126.23,16.76,16.62,0.33,7.44,117.76355704697987
32.88,138.79,17.92,16.19,0.35,7.19,126.10879194630871
33.59,141.03,20.56,16.34,0.4,7.32,127.59711409395973
35.99,161.6,25.46,17.26,0.5,7.18,141.26442953020134
39.63,178.06,29.04,17.81,0.57,7.05,152.20093959731543
39.67,171.08,25.28,17.06,0.5,7.26,147.56322147651008
42.17,182.83,27.36,17.15,0.54,7.22,155.37026845637587
43.66,183.73,23.52,17.01,0.46,7.41,155.96825503355706
44.9,194.01,21.69,17.11,0.43,7.39,162.79859060402686
39.75,160.72,19.79,15.48,0.39,7.45,140.67973154362417
37.13,156.03,20.29,15.15,0.4,7.47,137.56355704697987
40.05,179.91,21.32,15.25,0.42,7.2,153.4301342281879
41.11,191.88,20.72,15.13,0.41,7.35,161.38335570469798
42.53,190.5,23.95,14.96,0.47,7.16,160.46644295302013
38.32,174.15,23.77,15.12,0.47,7.24,149.6030201342282
46.38,203.76,24.17,14.53,0.48,7.45,169.27677852348995
37.24,160.64,22.59,14.85,0.44,7.21,140.62657718120806
